CMDLINE c:\users\askel\appdata\local\programs\python\python39\python.exe tools\pdf2txt.py -t xml -o testxml.xml .\samples\XMLConverterTestFile.pdf
MEM 1.988281 1664461606.9159
MEM 8.238281 1664461607.0246
MEM 15.058594 1664461607.1333
MEM 21.710938 1664461607.2420
MEM 25.539062 1664461607.3533
MEM 25.539062 1664461607.4624
MEM 25.539062 1664461607.5708
MEM 25.539062 1664461607.6802
MEM 25.539062 1664461607.7908
MEM 25.539062 1664461607.8976
MEM 25.539062 1664461608.0075
MEM 25.539062 1664461608.1184
MEM 25.539062 1664461608.2283
MEM 25.539062 1664461608.3356
MEM 25.539062 1664461608.4438
MEM 25.539062 1664461608.5536
MEM 25.539062 1664461608.6613
MEM 25.539062 1664461608.7690
MEM 25.539062 1664461608.8788
MEM 26.230469 1664461608.9905
MEM 26.371094 1664461609.1012
MEM 26.402344 1664461609.2109
MEM 26.500000 1664461609.3225
MEM 25.648438 1664461609.4402
