CMDLINE c:\users\askel\appdata\local\programs\python\python39\python.exe tools\pdf2txt.py -t xml -o testxml.xml .\samples\XMLConverterTestFile.pdf
MEM 1.929688 1664462203.9351
MEM 10.515625 1664462204.0368
MEM 18.492188 1664462204.1465
MEM 23.820312 1664462204.2549
MEM 25.050781 1664462204.3646
MEM 25.050781 1664462204.4721
MEM 25.050781 1664462204.5784
MEM 25.050781 1664462204.6871
MEM 25.050781 1664462204.7951
MEM 25.050781 1664462204.9034
MEM 25.050781 1664462205.0132
MEM 25.050781 1664462205.1209
MEM 25.050781 1664462205.2311
MEM 25.050781 1664462205.3394
MEM 25.050781 1664462205.4488
MEM 25.050781 1664462205.5587
MEM 25.050781 1664462205.6673
MEM 25.050781 1664462205.7766
MEM 25.675781 1664462205.8865
MEM 25.917969 1664462205.9962
MEM 25.929688 1664462206.1049
MEM 25.976562 1664462206.2146
MEM 26.089844 1664462206.3243
