CMDLINE c:\users\askel\appdata\local\programs\python\python39\python.exe tools\pdf2txt.py -t xml -o testxml.xml .\samples\XMLConverterTestFile.pdf
MEM 1.933594 1664461663.9720
MEM 10.488281 1664461664.0768
MEM 17.492188 1664461664.1855
MEM 23.496094 1664461664.2938
MEM 25.480469 1664461664.4023
MEM 25.480469 1664461664.5115
MEM 25.480469 1664461664.6219
MEM 25.480469 1664461664.7330
MEM 25.480469 1664461664.8419
MEM 25.480469 1664461664.9509
MEM 25.480469 1664461665.0594
MEM 25.480469 1664461665.1682
MEM 25.480469 1664461665.2781
MEM 25.480469 1664461665.3839
MEM 25.480469 1664461665.4919
MEM 25.480469 1664461665.5998
MEM 25.480469 1664461665.7102
MEM 25.480469 1664461665.8190
MEM 25.480469 1664461665.9289
MEM 25.480469 1664461666.0379
MEM 25.480469 1664461666.1461
MEM 25.480469 1664461666.2538
MEM 25.480469 1664461666.3622
MEM 25.480469 1664461666.4710
MEM 25.480469 1664461666.5807
MEM 25.480469 1664461666.6905
MEM 25.480469 1664461666.8001
MEM 25.480469 1664461666.9073
MEM 25.480469 1664461667.0165
MEM 25.480469 1664461667.1261
MEM 25.480469 1664461667.2351
MEM 25.480469 1664461667.3431
MEM 25.480469 1664461667.4522
MEM 25.480469 1664461667.5603
MEM 25.480469 1664461667.6698
MEM 25.480469 1664461667.7794
MEM 25.480469 1664461667.8902
MEM 25.480469 1664461667.9996
MEM 25.480469 1664461668.1072
MEM 25.480469 1664461668.2165
MEM 25.480469 1664461668.3270
MEM 25.480469 1664461668.4361
MEM 25.480469 1664461668.5458
MEM 25.480469 1664461668.6539
MEM 25.480469 1664461668.7641
MEM 25.480469 1664461668.8719
MEM 25.480469 1664461668.9831
MEM 25.480469 1664461669.0916
MEM 25.480469 1664461669.2016
MEM 25.480469 1664461669.3087
MEM 25.480469 1664461669.4154
MEM 25.480469 1664461669.5237
MEM 25.480469 1664461669.6324
MEM 25.480469 1664461669.7391
MEM 25.480469 1664461669.8488
MEM 25.480469 1664461669.9601
MEM 25.480469 1664461670.0651
MEM 25.480469 1664461670.1739
MEM 25.480469 1664461670.2826
MEM 25.480469 1664461670.3908
MEM 25.480469 1664461670.5002
MEM 25.480469 1664461670.6111
MEM 25.480469 1664461670.7223
MEM 25.480469 1664461670.8314
MEM 25.480469 1664461670.9394
MEM 25.480469 1664461671.0479
MEM 25.480469 1664461671.1563
MEM 25.480469 1664461671.2656
MEM 25.480469 1664461671.3740
MEM 25.480469 1664461671.4840
MEM 25.480469 1664461671.5942
MEM 25.480469 1664461671.7015
MEM 25.480469 1664461671.8110
MEM 25.480469 1664461671.9184
MEM 25.480469 1664461672.0273
MEM 25.480469 1664461672.1364
MEM 26.031250 1664461672.2431
MEM 26.230469 1664461672.3508
MEM 26.253906 1664461672.4596
MEM 26.292969 1664461672.5686
