CMDLINE c:\users\askel\appdata\local\programs\python\python39\python.exe tools\pdf2txt.py -t xml -o testxml.xml .\samples\XMLConverterTestFile.pdf
MEM 1.957031 1664462568.1453
MEM 10.453125 1664462568.2510
MEM 18.410156 1664462568.3607
MEM 24.542969 1664462568.4701
MEM 24.863281 1664462568.5782
MEM 24.863281 1664462568.6888
MEM 24.863281 1664462568.7971
MEM 24.863281 1664462568.9067
MEM 24.863281 1664462569.0148
MEM 24.863281 1664462569.1227
MEM 24.863281 1664462569.2322
MEM 24.863281 1664462569.3428
MEM 24.863281 1664462569.4531
MEM 24.863281 1664462569.5628
MEM 24.863281 1664462569.6719
MEM 24.863281 1664462569.7793
MEM 24.863281 1664462569.8878
MEM 24.863281 1664462569.9959
MEM 25.550781 1664462570.1080
MEM 25.792969 1664462570.2148
MEM 25.828125 1664462570.3235
MEM 25.863281 1664462570.4332
MEM 25.003906 1664462570.5419
