CMDLINE c:\users\askel\appdata\local\programs\python\python39\python.exe tools\pdf2txt.py -t xml -o testxml.xml .\samples\XMLConverterTestFile.pdf
MEM 2.074219 1664462529.3225
MEM 10.609375 1664462529.4352
MEM 18.460938 1664462529.5469
MEM 24.621094 1664462529.6578
MEM 25.527344 1664462529.7662
MEM 25.527344 1664462529.8756
MEM 25.527344 1664462529.9831
MEM 25.527344 1664462530.0938
MEM 25.527344 1664462530.2019
MEM 25.527344 1664462530.3105
MEM 25.527344 1664462530.4213
MEM 25.527344 1664462530.5303
MEM 25.527344 1664462530.6401
MEM 25.527344 1664462530.7495
MEM 25.527344 1664462530.8608
MEM 25.527344 1664462530.9708
MEM 25.527344 1664462531.0807
MEM 25.527344 1664462531.1910
MEM 25.796875 1664462531.3019
MEM 26.250000 1664462531.4111
MEM 26.273438 1664462531.5228
MEM 26.312500 1664462531.6315
MEM 25.128906 1664462531.7432
