CMDLINE c:\users\askel\appdata\local\programs\python\python39\python.exe tools\pdf2txt.py -t xml -o testxml.xml .\samples\XMLConverterTestFile.pdf
MEM 1.855469 1664462574.6629
MEM 9.390625 1664462574.7766
MEM 14.968750 1664462574.8882
MEM 19.367188 1664462574.9954
MEM 24.511719 1664462575.1032
MEM 24.929688 1664462575.2141
MEM 24.929688 1664462575.3252
MEM 24.929688 1664462575.4321
MEM 24.929688 1664462575.5418
MEM 24.929688 1664462575.6510
MEM 24.929688 1664462575.7581
MEM 24.929688 1664462575.8699
MEM 24.929688 1664462575.9810
MEM 24.929688 1664462576.0879
MEM 24.929688 1664462576.1972
MEM 24.929688 1664462576.3058
MEM 24.929688 1664462576.4159
MEM 24.929688 1664462576.5259
MEM 24.929688 1664462576.6346
MEM 25.589844 1664462576.7434
MEM 25.800781 1664462576.8531
MEM 25.828125 1664462576.9622
MEM 25.863281 1664462577.0734
MEM 23.527344 1664462577.1951
